sample_id,wav_path,text,language,duration_sec,primary_emotion,secondary_emotions,intensity,reference_score,is_reference_candidate,reason,notes
MAY_1108,data/raw/wav/MAY_1108.wav,ああオカリナ壊れちゃった。,ja,4.256,sad,,3,4,True,陈述事实带惋惜情绪，语义完整清晰，时长标准。,
MAY_1109,data/raw/wav/MAY_1109.wav,何してるの。,ja,2.208,neutral,,2,4,True,句子完整，时长在理想区间内，情绪为日常询问，适合作为单句参考。,
MAY_1110,data/raw/wav/MAY_1110.wav,占領?,ja,1.136,other,,2,2,False,时长明显过短且为单字疑问，上下文依赖强，信息不完整，不适合作为独立参考。,
MAY_1111,data/raw/wav/MAY_1111.wav,オカリあいた。,ja,3.808,happy,,3,4,True,时长适中，表达完整，带有角色特有的亲昵与开心情绪，适合参考。,
MAY_1112,data/raw/wav/MAY_1112.wav,あのねマユシはオカリにがっかりなのです。,ja,5.616,sad,,3,5,True,句子完整且情绪明确（失望/难过），时长理想，非常适合作为参考音频。,
MAY_1113,data/raw/wav/MAY_1113.wav,オカリんてばルカちゃんを泣かせたでしょう。,ja,4.0,serious,worried,3,4,True,句子完整，带有责备与担忧语气，时长合适，适合作为参考。,
MAY_1114,data/raw/wav/MAY_1114.wav,ルカちゃんに相談されたんだよ。男だったって言われたって。,ja,5.589,neutral,serious,2,4,True,文本为完整叙述句，语气偏向日常告知，时长合适。,
MAY_1115,data/raw/wav/MAY_1115.wav,オカリなんでそんなひどいこと言ったの。,ja,4.128,worried,sad,3,4,True,完整疑问句，带有明显关切与责备情绪，时长适中。,
MAY_1117,data/raw/wav/MAY_1117.wav,クリスちゃん寝てるの?徹夜なんだから起こさないほうがいいよ。,ja,6.624,gentle,,2,5,True,语气关切体贴，句子完整独立，时长理想，非常适合参考。,
MAY_1118,data/raw/wav/MAY_1118.wav,クリスチャントゥトゥル。,ja,2.464,other,,2,2,False,文本过短且为特定称呼加拟声词，缺乏完整语境，情绪指向不明。,可能为角色专属口头禅
MAY_1119,data/raw/wav/MAY_1119.wav,ああ、テッテルー、おかえりー。,ja,3.536,happy,gentle,3,4,True,日常欢迎问候句，情绪明朗自然，时长合适。,
MAY_1120,data/raw/wav/MAY_1120.wav,るかちゃんとのデートはどうだった。,ja,2.928,neutral,,2,4,True,句子完整独立，时长适中，语气为日常询问，适合作为参考。,
MAY_1121,data/raw/wav/MAY_1121.wav,ねえねえ、明後日のコミマ、ルカちゃんとオカリんでコスプレカップルとして出てみようって思ったりしないかな?,ja,9.792,excited,,4,2,False,时长明显超出建议区间，句子较长且信息密集，不适合作为单句短参考。,
MAY_1122,data/raw/wav/MAY_1122.wav,おかりんからもね、彼氏としてルカちゃんを説得してほしいな。,ja,6.592,gentle,,3,4,True,文本完整，时长在理想区间内，语气温和带有请求感，情绪明确。,
MAY_1123,data/raw/wav/MAY_1123.wav,マユシーがどれだけお願いしてもね、ちっともオーケーしてくれないんだよ。コスプレ。,ja,7.92,sad,,3,3,False,句末单独补充名词略显残句感，上下文依赖较强，降低参考适配度。,
MAY_1124,data/raw/wav/MAY_1124.wav,でもラブラブなオカリんからお願いされたらね、きっとコロッてオッケーすると思うんだ。,ja,8.48,teasing,,4,3,False,时长略超8秒上限，虽情绪调侃明确，但作为标准参考音频稍显冗长。,
MAY_1125,data/raw/wav/MAY_1125.wav,ええなんで。,ja,2.528,neutral,,2,3,False,文本较短且偏向日常随口疑问，情绪不够鲜明，独立参考价值一般。,
MAY_1126,data/raw/wav/MAY_1126.wav,おかえり。そんなこと言うとね、ルカちゃんが悲しむよ。,ja,6.416,gentle,worried,3,5,True,句式完整独立，语气温柔且带有明确关切，时长处于最佳区间。,
MAY_1127,data/raw/wav/MAY_1127.wav,好きな人と一緒にいるだけでね、女の子は幸せなんだよ。満足なんだよ。,ja,9.664,happy,gentle,3,3,False,情感表达完整清晰，但时长略超8秒建议上限，需注意节奏。,
MAY_1128,data/raw/wav/MAY_1128.wav,男の子はそうじゃないのかな。,ja,3.984,neutral,,2,3,False,为承接上文的推测性疑问，情绪平淡且语境依赖较强。,
MAY_1129,data/raw/wav/MAY_1129.wav,だとしたらマユシイは寂しいです。,ja,4.304,sad,,3,4,True,情感指向明确（寂寞/失落），句式完整，时长适中，适合单句参考。,
MAY_1130,data/raw/wav/MAY_1130.wav,ねえねえルカちゃんはいつから岡林のことを好きだったのかな。,ja,6.16,teasing,,3,4,True,文本完整，带有好奇与轻微调侃语气，时长适中，适合作为参考。,
MAY_1131,data/raw/wav/MAY_1131.wav,トゥトゥルールー おかえりルカちゃん。,ja,4.896,happy,,3,4,True,语气欢快活泼，包含拟声词与欢迎语，时长合适，适合参考。,
MAY_1132,data/raw/wav/MAY_1132.wav,コミマにようこそ、だかちゃん。,ja,2.656,gentle,,2,4,True,标准欢迎语，情绪平稳友好，时长适中，适合作为参考。,
MAY_1133,data/raw/wav/MAY_1133.wav,ゆっくりしていってね。,ja,1.696,gentle,,2,2,False,文本完整但时长过短（不足2秒），不利于提取稳定声学特征。,
MAY_1134,data/raw/wav/MAY_1134.wav,あのねダルくんはグッズを手に入れるために並んでる最中だから抜け出せないんだって。,ja,7.824,neutral,,2,4,True,句子完整且信息明确，语气偏日常叙述，时长接近上限但仍合适，适合作为参考。,
MAY_1135,data/raw/wav/MAY_1135.wav,一式り線リヒンをゲットしたら合流するかもって言ってたよ。,ja,5.6,neutral,,2,4,True,文本完整独立，时长适中，语气自然平稳。,日常交流陈述句
MAY_1136,data/raw/wav/MAY_1136.wav,今日はまゆしいが会場を案内してあげるよ。って言ってもね、人が多いから邪魔にならないようにしなくちゃ。,ja,11.2,gentle,worried,2,2,False,时长明显超标且包含两层转折语义，不适合作为单句参考。,复合长句
MAY_1137,data/raw/wav/MAY_1137.wav,まずはコスプレ会場に行って、それから中に入ろうかな。,ja,6.213,neutral,,2,4,True,文本完整，时长在理想区间内，语气平稳清晰。,行程规划发言
MAY_1138,data/raw/wav/MAY_1138.wav,ねえねえ二人とも何が見たい?,ja,3.168,happy,excited,3,5,True,短句情绪明确，互动感强，时长完美适合单句参考。,典型互动提问
MAY_1139,data/raw/wav/MAY_1139.wav,ねえねえルカちゃん、コスプレ会場に行ったらね、絶対にコスプレに対する考え方が変わるよ。,ja,8.656,excited,happy,4,3,False,情绪饱满且语义完整，但时长略超建议上限，酌情降分。,热情推荐语气
MAY_1140,data/raw/wav/MAY_1140.wav,恥ずかしいとかそういうのはちっともなくてね、みんなとっても楽しそうなんだから。,ja,7.68,gentle,happy,2,5,True,文本完整独立，语气安抚积极，时长在理想区间内。,
MAY_1141,data/raw/wav/MAY_1141.wav,マユシのコスを着てくれてるレイヤーさん、カエデちゃんとフブキちゃんっていうんだけど、二人のことも紹介するね。,ja,9.168,neutral,,1,3,False,时长超出建议上限，偏向活动介绍与旁白，情绪较平淡。,
MAY_1142,data/raw/wav/MAY_1142.wav,でね、できれば明日も来てほしいなあ。そしたらね、ほかりんとるかちゃんの分のコスも用意しておくから。,ja,9.632,gentle,happy,3,3,False,时长偏长，含较多口语化连接词，语境依赖较强。,
MAY_1143,data/raw/wav/MAY_1143.wav,オカリニにはね、コードジアスのゼロサムサマコスが似合うと思うんだ。,ja,7.392,gentle,,2,4,True,表达明确建议，句子完整，时长合适，情绪稳定。,
MAY_1144,data/raw/wav/MAY_1144.wav,オカリんが一緒ならねルカちゃんも安心してコスプレできるでしょ。,ja,5.248,gentle,,2,5,True,句式完整，安抚与鼓励语气清晰，时长完美契合标准。,
MAY_1145,data/raw/wav/MAY_1145.wav,どうかなあ。いいアイデアだってマユシイ的には思うんだ。,ja,6.32,gentle,,2,4,True,句子完整，语气自然温和，时长合适，适合作为参考。,
MAY_1145_2,data/raw/wav/MAY_1145_2.wav,えー、そんな。,ja,3.408,other,,2,2,False,文本过短且高度依赖上下文，情绪指向不明确，不适合作为独立参考。,常见于对话衔接句
MAY_1146,data/raw/wav/MAY_1146.wav,ああアオカリンごめんね起こしちゃったかな。,ja,5.12,worried,,3,4,True,句子完整，带有明确的歉意与关切情绪，时长适中。,
MAY_1147,data/raw/wav/MAY_1147.wav,あのねマユシイはコスを取りに来たのです。,ja,4.384,neutral,,2,4,True,陈述句结构完整，语气平稳，适合提取基础音色与语速参考。,
MAY_1148,data/raw/wav/MAY_1148.wav,それとついでに朝ごはん。,ja,4.4,neutral,,1,2,False,属于补充说明的残句，依赖前文语境，独立参考价值较低。,
MAY_1149,data/raw/wav/MAY_1149.wav,うん、誰かはね、自発でもう行っちゃったみたいだよ。,ja,5.216,neutral,,2,4,True,句子完整，时长适中，语气自然平和，适合作为中性参考。,
MAY_1150,data/raw/wav/MAY_1150.wav,ねえねえおかえり昨日ルカちゃんとどこ行ってきたの?,ja,5.408,happy,,3,4,True,语气活泼好奇，句子完整且时长合适，适合表现轻快情绪。,
MAY_1151,data/raw/wav/MAY_1151.wav,楽しいデートはできたかなあのね昨日からルカちゃんメールに返事してくれないんだ。,ja,8.704,worried,,3,3,False,时长略超上限，前后情绪有转折，但仍具参考价值。,包含两个分句，情绪从期待转为担忧。
MAY_1152,data/raw/wav/MAY_1152.wav,うんマユシはちょっと心配なのです。,ja,4.208,worried,,3,5,True,明确表达担忧情绪，时长完美，句子独立完整，极适合作为参考。,
MAY_1153,data/raw/wav/MAY_1153.wav,もしかしてまたルカちゃんのこと泣かせちゃったの?そうだとしたらね、マユシェは悲しいよ。,ja,10.896,sad,,4,2,False,时长明显过长，且为复合句，情绪跨度较大，不适合作为单句参考。,包含假设与直接情感表达，更适合长对话片段。
MAY_1154,data/raw/wav/MAY_1154.wav,悲しいだってねルカちゃんはマユシーのお友達だもん。,ja,6.4,sad,gentle,3,4,True,文本完整，情感明确（带安慰性质的悲伤），时长合适。,
MAY_1155,data/raw/wav/MAY_1155.wav,うん、いるけど、どうして?,ja,3.344,neutral,,2,2,False,短句且强依赖上下文，情绪平淡，不适合作独立参考。,
MAY_1156,data/raw/wav/MAY_1156.wav,本当?もちろんいいよ。,ja,3.296,gentle,happy,3,4,True,句子独立完整，语气温和肯定，时长适中。,
MAY_1157,data/raw/wav/MAY_1157.wav,ああ結局ね説得はできなかったよ。,ja,5.488,serious,sad,3,4,True,陈述完整，带有轻微无奈与严肃感，适合参考。,
MAY_1158,data/raw/wav/MAY_1158.wav,嫌がってるのに無理やり着せたりしてねトラウマになっちゃったら良くないもん。,ja,6.576,worried,serious,4,5,True,表达明确的担忧与劝诫，语义完整，时长理想。,
MAY_1159,data/raw/wav/MAY_1159.wav,でもね、ルカちゃんにコミマに来てもらうっていうのはいいアイデアかも。,ja,6.704,gentle,,2,4,True,句子完整，语气温和提议，时长适中。,
MAY_1160,data/raw/wav/MAY_1160.wav,そこで雰囲気を見てもらったらルカちゃんもやってみようかなって思うようになるかな。,ja,8.0,gentle,,2,3,True,句子完整但偏长，语气为温和推测，时长处于建议区间上限。,语速可能较慢，需注意自然断句。
MAY_1161,data/raw/wav/MAY_1161.wav,そしたら次の冬のコミマでいいからコスプレしてくれないかな。,ja,6.448,gentle,,3,4,True,完整请求句，语气期待且温和，时长合适。,
MAY_1162,data/raw/wav/MAY_1162.wav,そうなってくれるといいな。,ja,2.491,gentle,,2,4,True,简短完整，表达明确期待，适合单句参考。,
MAY_1163,data/raw/wav/MAY_1163.wav,ねえねえ、本当に今日ルカちゃんを連れてきてくれる?,ja,4.96,excited,happy,3,5,True,语气活泼期待，疑问句独立完整，时长极佳。,
MAY_1164,data/raw/wav/MAY_1164.wav,オカリもマユシの作ったコス見に来てくれる?,ja,5.648,gentle,happy,2,4,True,文本为完整邀请句，语气柔和期待，时长适中。,
MAY_1165,data/raw/wav/MAY_1165.wav,そっかー。本当に二人に来てもらえるならね、とっても嬉しいよ。,ja,7.76,happy,,4,5,True,情绪表达直接且强烈，句子完整独立，时长在理想区间内。,
MAY_1166,data/raw/wav/MAY_1166.wav,んじゃ、もう行かなきゃ。,ja,2.64,neutral,,2,3,True,日常告别用语，语义完整，时长合适，情绪平稳。,
MAY_1167,data/raw/wav/MAY_1167.wav,どこで待ち合わせるかはマユシーがメールするね。,ja,3.936,neutral,,1,4,True,陈述句，信息明确完整，时长适中，适合作为中性语气参考。,
MAY_1168,data/raw/wav/MAY_1168.wav,絶対来てね。ずっと待ってるからね。今日だけじゃなくて明日も来たいって思うように頑張って案内するから。,ja,11.088,excited,happy,4,2,False,文本较长且包含多个分句，时长超出理想区间，不适合作为单句参考。,建议拆分后使用
MAY_1169,data/raw/wav/MAY_1169.wav,オカリ?どうかした?,ja,3.04,worried,,2,4,True,文本完整表达关切，时长适中，情绪指向明确。,含特定昵称，需注意角色关系语境。
MAY_1170,data/raw/wav/MAY_1170.wav,うん、待ってるね。,ja,2.256,gentle,,2,4,True,语气温和肯定，句子独立完整，时长符合标准。,
MAY_1171,data/raw/wav/MAY_1171.wav,マユシイだったらいつでも何でも相談に乗るからね。,ja,6.288,gentle,,3,5,True,情感温暖且坚定，语义完整，时长非常适合做参考。,角色自称，适合温柔陪伴系音色参考。
MAY_1172,data/raw/wav/MAY_1172.wav,じゃあ行ってきます。,ja,3.728,neutral,,1,4,True,日常标准告别语，结构完整，时长标准，情绪平稳。,适合作为中性基准参考。
MAY_1173,data/raw/wav/MAY_1173.wav,オカリ。,ja,1.168,neutral,,1,2,False,时长明显过短且仅为称呼，缺乏完整语义与明确情绪。,上下文依赖强，不适合作为独立参考句。
MAY_1174,data/raw/wav/MAY_1174.wav,来てくれたんだ。でもちょっと遅いよ。,ja,5.627,gentle,teasing,2,4,True,文本完整独立，时长适中，带有轻微嗔怪与安心感。,
MAY_1175,data/raw/wav/MAY_1175.wav,マユシはずっと待ってたのに。,ja,3.989,sad,gentle,2,4,True,句子完整，时长合适，表达轻微委屈与撒娇情绪。,
MAY_1176,data/raw/wav/MAY_1176.wav,すごく寂しかったのです。,ja,2.581,sad,,3,5,True,情绪明确（寂寞/悲伤），语义完整，时长处于理想区间。,
MAY_1177,data/raw/wav/MAY_1177.wav,ルカちゃんは。,ja,1.728,neutral,,1,1,False,残句严重依赖上下文，且时长不足2秒，不适合作为独立参考。,
MAY_1178,data/raw/wav/MAY_1178.wav,また泣かせちゃったの。,ja,2.208,worried,sad,3,4,True,语义完整，表达内疚与担忧，时长符合要求。,
MAY_1179,data/raw/wav/MAY_1179.wav,お帰り。,ja,1.104,gentle,,2,1,False,时长仅1.1秒明显过短，且为日常问候语，独立参考价值低。,
MAY_1180,data/raw/wav/MAY_1180.wav,本当良かった。,ja,3.248,happy,gentle,3,4,True,句子完整，表达欣慰与高兴，情绪明确，时长适中。,
MAY_1181,data/raw/wav/MAY_1181.wav,じゃあオカリナとルカちゃんは別れたりすることもないんだね。,ja,5.589,gentle,happy,3,4,True,语义完整，带有安心与温和语气，时长在理想区间。,
MAY_1182,data/raw/wav/MAY_1182.wav,そっか、これでまゆしいは安心してコミマに集中できるよ。,ja,6.864,gentle,happy,3,4,True,表达安心与支持，句子结构完整，时长合适，适合作为参考。,
MAY_1183,data/raw/wav/MAY_1183.wav,そうだよ三日連続なの。,ja,3.216,happy,excited,3,3,True,语义完整但带有较强对话承接感，情绪偏轻快，时长合适，可作为中等参考。,
MAY_1184,data/raw/wav/MAY_1184.wav,タル君遅いね。,ja,2.416,neutral,,2,4,True,文本完整独立，表达日常等待状态，时长合适。,
MAY_1185,data/raw/wav/MAY_1185.wav,あのねさっき電話したらまだ近くにいるって言ってたよ。,ja,5.792,neutral,,2,4,True,信息传达清晰，句子结构完整，适合日常对话参考。,
MAY_1186,data/raw/wav/MAY_1186.wav,もうちょっと待ってみようよ。,ja,2.768,gentle,,2,4,True,语气委婉耐心，语义完整，时长适中。,
MAY_1187,data/raw/wav/MAY_1187.wav,ねえねえ、なんとかしてルカちゃんにコスプレしてもらえないかな。,ja,6.192,excited,happy,3,5,True,情绪期待感强，句子完整独立，时长理想。,
MAY_1188,data/raw/wav/MAY_1188.wav,うんどうやって説得すればいいんだろうね。,ja,3.392,serious,worried,2,4,True,表达思考与对策探讨，语义完整清晰。,
MAY_1189,data/raw/wav/MAY_1189.wav,ルカちゃんがキラリちゃんのコスプレしたらね、絶対似合うと思うんだ。,ja,6.352,happy,gentle,3,4,True,文本完整，表达明确的赞赏与期待，时长适中。,
MAY_1190,data/raw/wav/MAY_1190.wav,ルカちゃんってね、マユシイがドキドキしちゃうくらい可愛いもん。,ja,5.776,excited,happy,4,5,True,情感饱满明确，表达喜爱与心动，时长理想，适合参考。,
MAY_1191,data/raw/wav/MAY_1191.wav,世界中の人たちにねルカちゃんの可愛さを知ってもらいたいってオカリも思うよね。,ja,8.096,gentle,serious,3,3,False,文本完整，语气真诚温和，时长略超上限但仍在可接受范围。,
MAY_1193,data/raw/wav/MAY_1193.wav,そっか、よかった。,ja,3.68,happy,,2,2,False,句子过短且为常见应答，情绪表现力较弱，不适合作为独立参考。,
MAY_1194,data/raw/wav/MAY_1194.wav,それにねルカちゃんにコスプレしてもらいたい理由はもう一つあるんだよ。,ja,6.976,neutral,,2,2,False,属于承上启下的过渡句，上下文依赖较强，情绪指向不明确。,
MAY_1195,data/raw/wav/MAY_1195.wav,ルカちゃんって普段おとなしいでしょ。あんまり自分の意見も言おうとしないし。,ja,7.664,gentle,,2,4,True,文本完整，时长在理想区间内，语气为温和的日常观察。,
MAY_1196,data/raw/wav/MAY_1196.wav,コスプレするとね、普段の自分とは別の自分になれるんだよ。,ja,5.664,gentle,,2,5,True,句子独立完整，时长理想，情绪明确且适合单句参考。,
MAY_1197,data/raw/wav/MAY_1197.wav,だからね、最初は恥ずかしいかもしれないけど、ルカちゃんも一度やればきっと新しいルカちゃんを見つけられると思うんだ。,ja,10.528,gentle,,3,3,False,文本完整且具鼓励性，但时长超过8秒，不适合作为单句参考。,建议截取使用
MAY_1198,data/raw/wav/MAY_1198.wav,そしたらね、今より積極的な性格になってね、もしかするとオカリナをお尻に敷いちゃうかもしれないよ。えへへ。,ja,11.264,teasing,,4,2,False,时长过长，且包含特定玩笑与笑声，泛化参考价值较低。,情绪偏向调侃
MAY_1200,data/raw/wav/MAY_1200.wav,うん。,ja,1.12,neutral,,1,1,False,文本仅为单字应答，时长过短，缺乏完整语义与情绪特征。,
MAY_1201,data/raw/wav/MAY_1201.wav,ああダーリンくん遅いよ。,ja,3.872,teasing,gentle,2,4,True,文本完整，带有轻微撒娇与调侃语气，时长适中。,
MAY_1202,data/raw/wav/MAY_1202.wav,んじゃ、帰ろっか。,ja,2.373,neutral,,1,4,True,日常口语完整句，语气自然放松，时长合适。,
MAY_1203,data/raw/wav/MAY_1203.wav,風が気持ちよかったよ。,ja,2.24,happy,gentle,2,4,True,表达舒适感受的完整句，情绪温和明确，时长合适。,
MAY_1204,data/raw/wav/MAY_1204.wav,おかり どうかし。,ja,2.224,other,,1,2,False,文本疑似识别错误或语义断裂，缺乏明确情绪与完整语境。,
MAY_1205,data/raw/wav/MAY_1205.wav,うっ、うっ。ああ。,ja,2.8,sad,,3,2,False,纯语气词无实际语义，情绪高度依赖上下文与表演细节，不适合作为独立参考句。,
MAY_1206,data/raw/wav/MAY_1206.wav,ルカちゃんがキラリちゃんのコスプレしたらね、絶対似合うと思うんだ。,ja,6.352,happy,,3,5,True,文本完整独立，语气积极肯定，时长适中，非常适合作为参考。,
MAY_1207,data/raw/wav/MAY_1207.wav,ルカちゃんってね、マユシがドキドキしちゃうぐらい可愛いもん。,ja,5.28,happy,,4,5,True,情感表达明确饱满，带有喜爱与兴奋感，句子完整且时长理想。,
MAY_1208,data/raw/wav/MAY_1208.wav,ルカちゃんって普段おとなしいでしょ。あんまり自分の意見も言おうとしないし。,ja,7.36,serious,,2,4,True,陈述语气完整清晰，情绪平稳偏认真，时长符合要求。,
MAY_1209,data/raw/wav/MAY_1209.wav,コスプレするとね、普段の自分とは別の自分になれるんだよ。,ja,5.712,gentle,,2,5,True,句子独立完整，语气温和具解释性，时长适中。,
MAY_1210,data/raw/wav/MAY_1210.wav,だからね最初は恥ずかしいかもしれないけどルカちゃんも一度やればきっと新しいルカちゃんを見つけられると思うんだ。,ja,10.672,gentle,,3,3,False,句子偏长且时长超过8秒，作为单句参考音频不够精炼，建议拆分。,
MAY_1211,data/raw/wav/MAY_1211.wav,そしたらね、今より積極的な性格になってね、もしかするとオカリを尻にしちゃうかもしれないよ。えへへ。,ja,11.232,teasing,happy,3,2,False,时长超出推荐区间，且包含较多上下文铺垫，不适合作为单句参考。,
MAY_1212,data/raw/wav/MAY_1212.wav,あーお腹いっぱい。まゆしーは今日はほとんど何も食べてなかったから、ずっとペコペコだったんだよ。,ja,11.376,gentle,,2,2,False,时长过长，属日常状态描述，情绪较弱，参考优先级低。,
MAY_1213,data/raw/wav/MAY_1213.wav,うん明日だけじゃなくて明後日もあるの。,ja,4.736,neutral,,2,4,True,时长在理想区间，语义完整独立，语气平稳清晰。,
MAY_1214,data/raw/wav/MAY_1214.wav,さてさて、まゆしいは明日早いからもう帰るね。,ja,6.224,gentle,,2,4,True,时长合适，句子完整，告别语气自然明确，适合参考。,
MAY_1215,data/raw/wav/MAY_1215.wav,ねえねえクリスチャンやオカリナはコミマ行かないの?,ja,4.96,excited,happy,3,4,True,时长适中，疑问句完整，带有明显的好奇与期待情绪。,
MAY_1216,data/raw/wav/MAY_1216.wav,いこうよクリスチャン。,ja,3.488,happy,,2,4,True,句子完整，语气轻松自然，时长合适。,
MAY_1218,data/raw/wav/MAY_1218.wav,違うよ。まゆしいはね、おかりんの人質。,ja,4.96,serious,,3,4,True,陈述句完整，语气明确，时长适中。,
MAY_1219,data/raw/wav/MAY_1219.wav,なになに話ってなに?,ja,3.184,excited,,3,4,True,疑问句完整，带有好奇与急切感，时长合适。,
MAY_1220,data/raw/wav/MAY_1220.wav,あのね最近オカリとクリスちゃん仲良しちゃんだよねいつも二人で話しこんでるもん。,ja,8.592,teasing,,3,3,False,句子偏长且略带口语化连读，时长略超建议区间，但仍具参考价值。,时长8.59秒略长
MAY_1221,data/raw/wav/MAY_1221.wav,マユシーも秘密の会議に参加したい気持ちでいっぱいです。,ja,5.824,excited,,4,5,True,情感表达明确完整，句式标准，时长极佳。,
MAY_1222,data/raw/wav/MAY_1222.wav,あうんわかったありがとうねオカリ。,ja,4.704,gentle,,2,4,True,文本完整，表达感谢与回应，情绪温和明确，时长合适。,语气词自然，适合日常对话参考。
MAY_1223,data/raw/wav/MAY_1223.wav,やっと帰ってこられた。,ja,4.816,happy,,2,4,True,句子完整，带有如释重负或欣慰的情绪，时长适中。,适合表达安心或归来的场景。
MAY_1224,data/raw/wav/MAY_1224.wav,ううんあのねラボに行こうと思ってたんだよ。,ja,5.728,neutral,,2,4,True,文本完整，为日常解释性对话，情绪平稳自然，时长合适。,带有轻微犹豫语气词，适合日常交流参考。
MAY_1225,data/raw/wav/MAY_1225.wav,特にないけどね。お帰りんと一緒に久々にのんびりしたいなあって。,ja,7.088,gentle,,3,5,True,情感表达细腻完整，带有期待与温和语气，时长在理想区间内。,适合温柔陪伴类语音参考。
MAY_1226,data/raw/wav/MAY_1226.wav,ちょっとお腹が空いたからね途中でジューシー唐揚げナンバーワンを買うの。,ja,6.432,happy,,2,4,True,句子完整，表达日常需求与轻微期待，情绪明确，时长合适。,专有名词较多，发音清晰即可作为参考。
MAY_1227,data/raw/wav/MAY_1227.wav,ねえねえオカリ今日はねどうしてマユシに付いてきてくれたの?,ja,7.92,gentle,teasing,3,5,True,句子完整，语气亲昵自然，时长在理想区间内，情绪明确。,
MAY_1228,data/raw/wav/MAY_1228.wav,これまでは一度もコミマに一緒に行ったことないよね。オカリは燃えには興味ないもんね。,ja,8.864,neutral,,2,3,False,陈述句完整，语气平稳，时长略超建议上限但仍具参考价值。,
MAY_1229,data/raw/wav/MAY_1229.wav,んでどうして今日は付き合ってくれたの?,ja,5.248,gentle,,3,5,True,疑问句完整独立，语气自然，时长理想，适合作为单句参考。,
MAY_1230,data/raw/wav/MAY_1230.wav,それは。,ja,1.232,neutral,,2,2,False,文本为明显残句，时长过短，高度依赖上下文。,
MAY_1231,data/raw/wav/MAY_1231.wav,そっか。,ja,1.819,neutral,,2,3,False,时长略低于建议区间，情绪表达较平淡，独立参考价值有限。,
MAY_1233,data/raw/wav/MAY_1233.wav,ああうんルカくん絶対大人気になっちゃうのにね。,ja,6.336,gentle,,2,5,True,文本完整独立，语气自然温和，时长在理想区间内。,
MAY_1234,data/raw/wav/MAY_1234.wav,いろんなブログに画像アップされまくってね、新聞社のニュースサイトにも載って、海外にも紹介されちゃったりするよ。,ja,10.144,excited,,3,3,False,句子为长段叙述，时长超出8秒上限，不适合作为单句参考。,
MAY_1236,data/raw/wav/MAY_1236.wav,ねえ、オカリ。,ja,2.288,neutral,,1,2,False,文本过短且仅为称呼，缺乏完整语义与情绪表达。,
MAY_1237,data/raw/wav/MAY_1237.wav,今日はね、ありがとう。,ja,2.896,gentle,,2,4,True,表达感谢，情感明确独立，时长适中，适合单句参考。,
MAY_1238,data/raw/wav/MAY_1238.wav,だってね、さっきも言ったけど、オカリナと一緒にコミマ来たの初めてだもん。,ja,9.104,happy,,2,3,False,包含口语化连接词且时长偏长，依赖上下文，不适合独立参考。,
MAY_1239,data/raw/wav/MAY_1239.wav,マユシは結構嬉しかったよ。,ja,3.52,happy,,3,5,True,文本完整独立，明确表达开心情绪，时长适中。,
MAY_1240,data/raw/wav/MAY_1240.wav,ああでもね次はオカリもコスプレしてくれるともっと嬉しいかも。,ja,7.648,happy,gentle,3,4,True,情绪为开心与期待，句子完整但偏口语化，时长接近上限。,含较多语气词，需注意语气连贯性
MAY_1241,data/raw/wav/MAY_1241.wav,えっいいの本当に。,ja,3.328,excited,happy,3,4,True,表达惊喜与确认，情绪明确，时长合适。,
MAY_1242,data/raw/wav/MAY_1242.wav,そっかー道は険しいね。,ja,3.936,serious,neutral,2,4,True,语气认真感慨，句子独立完整，时长适中。,
MAY_1243,data/raw/wav/MAY_1243.wav,でもね今ちょっと想像してみたらとっても楽しそう。,ja,6.176,happy,excited,4,5,True,情绪积极明确，表达期待与开心，文本完整且时长理想。,
MAY_1244,data/raw/wav/MAY_1244.wav,それにクリスチャンはコスプレに興味津々みたいだったし、脈あるかも。,ja,7.136,teasing,happy,2,4,True,句子完整，时长合适，带有轻微的八卦与期待情绪，适合作为参考。,
MAY_1245,data/raw/wav/MAY_1245.wav,まゆし頑張ってみるね。,ja,3.056,gentle,,3,5,True,句子完整，时长适中，情绪积极明确，非常适合作为单句参考。,
MAY_1246,data/raw/wav/MAY_1246.wav,お帰り。,ja,1.184,neutral,,1,2,False,时长过短，信息量不足，不适合作为单句参考。,
MAY_1247,data/raw/wav/MAY_1247.wav,こっかり。,ja,1.008,other,,1,1,False,时长极短且语义不明，缺乏完整情绪表达。,
MAY_1248,data/raw/wav/MAY_1248.wav,やっとマユシはオカリナ。,ja,9.2,happy,,3,2,False,时长超出建议区间，且文本略显突兀，可能包含较多停顿。,
MAY_1249,data/raw/wav/MAY_1249.wav,役に立てたよ。,ja,4.448,gentle,,2,4,True,句子完整，时长适中，语气温和自然，适合作为参考。,
MAY_1252,data/raw/wav/MAY_1252.wav,あのねダルくんから聞いたんだオカリナがなんだか変だったって。,ja,7.728,worried,,3,4,True,信息完整，带有轻微担忧语气，时长合适，适合参考。,口语化表达自然。
MAY_1253,data/raw/wav/MAY_1253.wav,マヨシエはコミマに夢中になってて、オカリナのことよく見ててあげられなかったね。,ja,7.952,gentle,,2,4,True,句子结构完整，语气平和带歉意，时长在合理范围内。,偏叙述性，但情绪明确。
MAY_1254,data/raw/wav/MAY_1254.wav,いつもなら岡林が元気なかったらすぐに気づくのに。,ja,5.424,worried,,3,4,True,表达自责与担忧，语义完整，时长标准，适合作为情绪参考。,带有轻微遗憾色彩。
