voice_file,asr_text
MAY_1226.OGG,ちょっとお腹が空いたからね途中でジューシー唐揚げナンバーワンを買うの。
MAY_1227.OGG,ねえねえオカリ今日はねどうしてマユシに付いてきてくれたの？
MAY_1228.OGG,これまでは一度もコミマに一緒に行ったことないよね。オカリは燃えには興味ないもんね。
MAY_1229.OGG,んでどうして今日は付き合ってくれたの?
MAY_1230.OGG,それは。
MAY_1231.OGG,そっか。
MAY_1232.OGG,うん。
MAY_1233.OGG,ああうんルカくん絶対大人気になっちゃうのにね。
MAY_1234.OGG,いろんなブログに画像アップされまくってね、新聞社のニュースサイトにも載って、海外にも紹介されちゃったりするよ。
MAY_1235.OGG,そしたらルカくんはワールドワイドなスーパースターなの。で、まゆしいはそれを見て遠いところに行っちゃったなって思いをはせるのです。
MAY_1236.OGG,ねえ、オカリ。
MAY_1237.OGG,今日はね、ありがとう。
MAY_1238.OGG,だってね、さっきも言ったけど、オカリナと一緒にコミマ来たの初めてだもん。
MAY_1239.OGG,マユシは結構嬉しかったよ。
MAY_1240.OGG,ああでもね次はオカリもコスプレしてくれるともっと嬉しいかも。
MAY_1241.OGG,えっいいの本当に。
MAY_1242.OGG,そっかー道は険しいね。
MAY_1243.OGG,でもね今ちょっと想像してみたらとっても楽しそう。
MAY_1244.OGG,それにクリスチャンはコスプレに興味津々みたいだったし、脈あるかも。
MAY_1245.OGG,まゆし頑張ってみるね。
MAY_1246.OGG,お帰り。
MAY_1247.OGG,こっかり。
MAY_1248.OGG,やっとマユシはオカリナ。
MAY_1249.OGG,役に立てたよ。
MAY_1250.OGG,あ。
MAY_1251.OGG,うん。
MAY_1252.OGG,あのねダルくんから聞いたんだオカリナがなんだか変だったって。
MAY_1253.OGG,マヨシエはコミマに夢中になってて、オカリナのことよく見ててあげられなかったね。
MAY_1254.OGG,いつもなら岡林が元気なかったらすぐに気づくのに。
MAY_1255.OGG,ごめんね。
MAY_1256.OGG,でね、何かあったの？
MAY_1257.OGG,オカリ。
MAY_1258.OGG,あ。
MAY_1259.OGG,そっか。
MAY_1260.OGG,あのね、前はよくマユシーにいろんな話してくれたよね。
MAY_1261.OGG,例えば、ええと、機関には幹部が四人いて、それぞれゲプトスダチと声優とジャコウだけ。
MAY_1262.OGG,そうそうそれ。
MAY_1263.OGG,そういうね、おかりんのお話、とっても面白かったな。
MAY_1264.OGG,でも。
MAY_1265.OGG,ねえ、御仮り。あのね、マユシのこと重に感じてたら言ってね。
MAY_1266.OGG,えへへじゃあとりあえず切るねもしマユシーにいろいろお話ししたいなって思ったらいつでも電話してくれていいからね。
MAY_1267.OGG,じゃあ、トゥトゥルー。
MAY_1268.OGG,ねえおばあちゃん。
MAY_1269.OGG,最近ね、怖い夢をよく見るんだ。
MAY_1270.OGG,その夢の中ではね、いつもマユシはひどい目に遭うの。
MAY_1271.OGG,ピストルでバーンって撃たれたり車の事故に巻き込まれたり電車に轢かれたり。
MAY_1272.OGG,まるで本当のことみたいですごく痛くてすごく悲しくて誰か助けてって一生懸命声を出そうとするけど出せなくて。
MAY_1273.OGG,どうしてそんな夢見るのかな。
MAY_1274.OGG,でね、その夢の最後はいつも決まってるの。
MAY_1275.OGG,まゆしいが泣いてるとね、おかリンが助けに来てくれるんだ。
MAY_1276.OGG,マユシイはオカリにありがとうありがとうって言うんだけど、その声もオカリには聞こえてなくて。
MAY_1277.OGG,オカリナはマユシを抱きしめてとっても悲しそうな顔をしてた。泣いちゃいそうだけど絶対に泣かなくてね。でも一生懸命我慢してるのがわかるの。
MAY_1278.OGG,だからマユシも悲しくなってごめんねごめんねって言うけどやっぱり声は届かなくて。
MAY_1279.OGG,そこでいつも目が覚めるんだ。
MAY_1280.OGG,どうしてこんな夢見るのかな。
MAY_1281.OGG,ああそうそうあのね最近ラブ面がすごく増えたんだよ。
MAY_1282.OGG,クリスちゃんでしょ。萌香さん、ルカくん、ペリスちゃん、それと、もう引っ越しちゃっていないけど、鈴さん。
MAY_1283.OGG,八人だよすごいね。
MAY_1284.OGG,最初はオカリとマユシの二人だけだったのにね。
MAY_1285.OGG,ラボが出来たばっかりの頃はね、オカリナあんまり面白そうじゃなかったけど。
MAY_1286.OGG,最近はね、とっても楽しそうなんだよ。
MAY_1287.OGG,そんなオカリを見てるとね、マユシーも嬉しくなってニコニコできるの。
MAY_1288.OGG,それにね賑やかだとウキウキしてくるし。
MAY_1289.OGG,特にクリスチャンはね、アメリカの有名な本に論文が載ったりして、とっても頭がいいんだよ。
MAY_1290.OGG,マユシは憧れちゃうのです。
MAY_1291.OGG,タイムマシンだって作っちゃうぐらいなんだから。あ、これはオカリとダルくんも一緒に作ってたけどね。
MAY_1292.OGG,でもねたまに思うんだ。
MAY_1293.OGG,最初マユシー が押しかけて。
MAY_1294.OGG,ラボに二人きりだったときのこと。
MAY_1295.OGG,学校が終わってラボに行くとね、オカリナいないの。でね、お部屋の片付けしたり可愛い小物飾り付けたりしてるうちに、オカリナが少し遅れてやってきて。
MAY_1296.OGG,マユシイがおかえりって言うとオカリナはただいまとは言わなくてご苦労って偉そうに答えてた。
MAY_1297.OGG,その後は毎日二時間ぐらい二人でぼんやり過ごして一緒に電車でおうちに帰るの。
MAY_1298.OGG,その二時間はね、会話なんてほとんどなくて。でも、嫌な沈黙とかじゃなくて。
MAY_1299.OGG,ただそこにいるっていう感じで。
MAY_1300.OGG,二人で並んでソファに座って、オカリナはラボの作戦計画書みたいなのを書いてて、マユシは漫画読んだりゲームしたりして。
MAY_1301.OGG,たまに思い出したようにね、一緒にお菓子を食べてた。
MAY_1302.OGG,とてもゆっくり優しく時間が流れてて。
MAY_1303.OGG,それでもいいかななんて思ったり。
MAY_1304.OGG,まるでマユシは本当に人質になっちゃったみたいだなとかふと思って一人でへへって笑ったり。
MAY_1305.OGG,オカリナはニコニコしてるマユシイを見てねこういうの。
MAY_1306.OGG,うん、あのね、いいことはなかったけど、あったよ。
MAY_1307.OGG,そっかじゃあ気をつけなきゃでもねきっとそのイリュージョン小沢君っていう人は。
MAY_1308.OGG,その人はきっと悪い人じゃないと思うな。
MAY_1309.OGG,それはマユシーにはすごく心地よくて。
MAY_1310.OGG,なんだか泣きそうなぐらい嬉しくて。
MAY_1311.OGG,このままずっと続いてほしいなって思ってた。
MAY_1312.OGG,あ今の賑やかさが嫌ってわけじゃないんだよ。
MAY_1313.OGG,最近ね、オカリンと話す時間ちょっと減っちゃった。
MAY_1314.OGG,だからね、まゆしいは寂しくなっちゃったのかもしれないね。
MAY_1315.OGG,でもね、おかりんの重荷にはなりたくないんだ。
MAY_1316.OGG,マユシイはいつもいつもオカリに迷惑かけてばっかりだから。
MAY_1317.OGG,ね、おばあちゃん。
MAY_1318.OGG,いつまでもこのままじゃいられないよね。
MAY_1319.OGG,うわ。
MAY_1320.OGG,ほかりんだー。
MAY_1321.OGG,あすごいね。どうしてここにいるってわかったの？
MAY_1322.OGG,人質。
MAY_1323.OGG,そっか。
MAY_1324.OGG,でもね、あんまり無理したらダメだよ。
MAY_1325.OGG,マユシーはね ちょっぴり心配なのです。
MAY_1326.OGG,声。
MAY_1327.OGG,うん。
MAY_1328.OGG,オカリ帰ろう。
MAY_1329.OGG,もちろんだよ。
MAY_1330.OGG,誰かいますか。
MAY_1331.OGG,おかえりな。
MAY_1332.OGG,ううんなんとなく来てみたの。
MAY_1333.OGG,最近ね、オカリナと話す時間ちょっと減っちゃった。
MAY_1334.OGG,でもね、オカリナの重荷にはなりたくないんだ。
MAY_1335.OGG,もしかしてシャワー浴びてたの？
MAY_1336.OGG,うんおかりシャンプーのいい匂いがするね。
MAY_1337.OGG,今日ね、コミマ行かなかったよ。
MAY_1338.OGG,おかりんのこと気になっちゃったのです。
MAY_1339.OGG,おかりんの辛そうな顔思い出したらね、コミマを楽しんでなんかいられないなって。
MAY_1340.OGG,だから有明まで行ったけど参加せずに帰ってきたの。
MAY_1341.OGG,うん。
MAY_1342.OGG,最近ね、オカリナと話す時間ちょっと減っちゃった。
MAY_1343.OGG,だからねマユシイは寂しくなっちゃったのかもしれないね。
MAY_1344.OGG,実はオカリとクリスちゃんは付き合っていますっていうびっくりなこと。
MAY_1345.OGG,でもね、オカリナとクリスチャンはとっても仲がいいでしょ？二人はお似合いだと思うな。
MAY_1346.OGG,ああ、うん。
MAY_1347.OGG,全部話してほしいなんて思ってないよ。
MAY_1348.OGG,人質だからね。どっちかっていうと何も教えてもらえないのが普通だもん。
MAY_1349.OGG,あ。
MAY_1350.OGG,マユシはオカリの重荷にはなりたくないよ。
MAY_1351.OGG,だからオカリナが言ってくれるまで待つの。
MAY_1352.OGG,昨日もそう言ったよ。
MAY_1353.OGG,それはね、とっても気になっちゃうけど、でもしょうがないかな。
MAY_1354.OGG,マユシに。
MAY_1355.OGG,そのせいでオカリナ辛い顔してるのかな。
MAY_1356.OGG,だったらね、話してほしいな。
MAY_1357.OGG,カリンが辛そうなの見たくないもん。
MAY_1358.OGG,わあ。
MAY_1359.OGG,昨日もさっきも言ったよ。まゆしはおかりんの重荷になりたくないって。
MAY_1360.OGG,あのね、マユシイがおばあちゃんのことで苦しかった時、オカリナはマユシイを人質にしてくれたでしょ。
MAY_1361.OGG,だからね、もしオカリナが苦しいときは、マユシが力になってあげたいってずっと思ってたんだよ。
MAY_1362.OGG,マヤ氏なんかじゃちっとも役に立たないかもしれないけど。
MAY_1363.OGG,やっとマユシはオカリの。
MAY_1364.OGG,役に立てたよ。
MAY_1365.OGG,だからね、これ以上辛い顔しないでほしいな。
MAY_1366.OGG,えっと、おやつ持ってきていい？
MAY_1367.OGG,そうだね。
MAY_1368.OGG,じゃあ、どうぞ。
MAY_1369.OGG,えっ、オカリ。
MAY_1370.OGG,うん。
MAY_1371.OGG,うん。
MAY_1372.OGG,お帰りもクリスチャンも苦しんでたんだね。
MAY_1373.OGG,なのにマユシはのん気にコスを作ってた。
MAY_1374.OGG,こんなのバカみたいだよ。
MAY_1375.OGG,マユコ氏は何も知らなかった。
MAY_1376.OGG,クリスちゃんに会いに行かなきゃ。
MAY_1377.OGG,ねえオカリ、クリスチャンに会いたいよ。
MAY_1378.OGG,あ。
MAY_1379.OGG,えへへ。
MAY_1380.OGG,クリスちゃん。
MAY_1381.OGG,マヤしいはね。クリスちゃんがいなくなるの、やだよ。
MAY_1382.OGG,マヤ神のためなんかに消えたりしないでね。
MAY_1383.OGG,マユシだってクリスちゃんを犠牲にしてまで生きていたくないよ。
MAY_1384.OGG,でも、でも。
MAY_1385.OGG,え。
MAY_1386.OGG,でもクリスちゃんがいなくなったらマユシイは悲しいよ。
MAY_1387.OGG,そういう問題じゃないもん！クリスさんが消えちゃうのが嫌なんだもん！
MAY_1388.OGG,ねえ、やめよう。クリスさんが消えることないよ。
MAY_1389.OGG,クリスちゃん、行かないで、行かないでよ。
MAY_1390.OGG,うっ、うっ、うっ。
MAY_1391.OGG,ごめんなさい。ごめんなさい。ごめんなさい。
MAY_1392.OGG,ほかり。
MAY_1393.OGG,ほかりんの本当の気持ち聞きたいよ。
MAY_1394.OGG,おカリンが心の中で思ってることは素直な言葉で聞きたいよ。
MAY_1395.OGG,マユシイはね、もう重荷になりたくないから。
MAY_1396.OGG,うわー、ありがとう、オカリ。ありがとう。
MAY_1397.OGG,いつも見てた怖い夢も。
MAY_1398.OGG,そこに出てくるかっこいいオカリナも。
MAY_1399.OGG,きっと夢なんかじゃなかったんだね。
MAY_1400.OGG,ずっとマユシを助けようとしてくれてたんだね。
MAY_1401.OGG,ねえ、ほかりん、まゆしいはね、ほかりんのこと。
MAY_1402.OGG,大好きだよ。
MAY_1403.OGG,おかリンがいてくれるからマユシイは毎日笑っていられるんだよ。
MAY_1404.OGG,これからもずっと一緒にいていい?
MAY_1405.OGG,うわ。
MAY_1406.OGG,あのねマヨシイは幸せになるよ。
MAY_1407.OGG,クリスちゃんと約束したから。
MAY_1408.OGG,幸せにしてください。
MAY_1409.OGG,離さないでください。
MAY_1410.OGG,ずっと大好きでいさせてください。
MAY_1411.OGG,お帰り。
MAY_1412.OGG,おかりーどうしたの？
MAY_1413.OGG,うん？なになに？
MAY_1414.OGG,零零四。オカリオカリラボ名はね、オカリとマユシとダルくんの三人しかいないよ。
MAY_1415.OGG,お帰り。何か悲しいことがあったんだね。
MAY_1416.OGG,マユシはね、オカリの力になってあげたいよ。
MAY_1417.OGG,お帰り。泣かないで。
MAY_1418.OGG,マユシはずっと一緒だよ。
MAY_1419.OGG,これまでみたいにずっと。
MAY_1420.OGG,オカリ。
MAY_1421.OGG,ああああ。
MAY_1422.OGG,うわー。
MAY_1423.OGG,お帰り迎えに来てくれたんだね。
MAY_1424.OGG,マユシイのことわざわざ待っててくれるなんて、うん嬉しいよ。
MAY_1425.OGG,へへへ。
MAY_1426.OGG,あのねマユシはオカリのひと時から恋人にクラスチェンジしたんだよね。
MAY_1427.OGG,よかった夢じゃないんだ。
MAY_1428.OGG,でもねラボだってすっごく熱いよ。
MAY_1429.OGG,ここにいるよ。
MAY_1430.OGG,オカリ熱いって言ってたでしょだからね一緒に食べようと思って。
MAY_1431.OGG,うわっ。
MAY_1432.OGG,ええ、でもね、溶けちゃうんじゃないかな。
MAY_1433.OGG,そっか、うんしょうがないよね手を繋いでたら食べられないもんね。
MAY_1434.OGG,マユシだってね、離さないよ。
MAY_1435.OGG,ねえねえオカリ。
MAY_1436.OGG,あのね起きているのに夢を見たことってある。
MAY_1437.OGG,そういうふうに呼ぶの。おかり物知りだね。
MAY_1438.OGG,あのねそれが誰だかわからないんだけどマユシイにはとても大切なお友達がいた気がするの。
MAY_1439.OGG,その大切なお友達のことを考えるとね、すごく切なくなって胸のあたりがきゅうってなるんだ。
MAY_1440.OGG,たまにね声も聞こえるんだよ。
MAY_1441.OGG,幸せになりなさいって。
MAY_1442.OGG,その人がそう言ってくれたからね。まゆしいは今こうして、おかりんと一緒にいられるのかもしれないね。
MAY_1443.OGG,もし会えたら、ありがとうって言いたいな。
MAY_1444.OGG,その人誰だったのかな。
MAY_1445.OGG,そっか、神様ありがとう。
MAY_1446.OGG,マユシはとっても幸せです。
MAY_1447.OGG,お帰り。
MAY_1448.OGG,おかりん、ラボ面には零零四の人はいないよ。
MAY_1449.OGG,オカリ。
MAY_1450.OGG,もういいんだよ。
MAY_1451.OGG,だって今のおかり泣き出しそうな顔してるんだもん。
MAY_1452.OGG,ねえ無理しないで。前にも言ったよね。まゆしいはおかりんの重荷にはなりたくないって。
MAY_1453.OGG,もうその口調続けなくてもいいんだよ。
MAY_1454.OGG,辛いなら普通に戻ってオカリナの心をね、さらけ出してもいいんだよ。
MAY_1455.OGG,もうマユシーのことは気にしなくていいから。
MAY_1456.OGG,マユシー は大丈夫だから。
MAY_1457.OGG,お帰りはね、お帰りのために泣いてもいいんだからね。
MAY_1458.OGG,何があったのかはわからないけど。
MAY_1459.OGG,泣いてもいいんだよ。
MAY_1460.OGG,それよりねラボから電子レンジがなくなっちゃったよ。
MAY_1461.OGG,マヨシーはもうジューシー唐揚げナンバーワンを食べられないのです。
MAY_1462.OGG,はあああれ何。
MAY_1463.OGG,おじさんなの。
MAY_1464.OGG,第三次世界大戦って大変だ大変だよ。
MAY_1465.OGG,おカリ、大丈夫？
MAY_1466.OGG,ううわあ、マヨシは死んじゃうの？
MAY_1467.OGG,あのねマユシは今の話ちんぷんかんぷんなのです。
MAY_1468.OGG,でもねそのマキセさんっていう人はオカリにとってはじ大事な人だったんでしょう。
MAY_1469.OGG,だったら頑張るべきだよオカリ。
MAY_1470.OGG,オカリ絶対帰ってきてね。行ったまま戻ってこなかったら嫌だよ。
MAY_1471.OGG,オカリ。
MAY_1472.OGG,オカリ。
MAY_1473.OGG,ほこり大丈夫しっかりして死なないで。
MAY_1474.OGG,オカリ。
MAY_1475.OGG,ああ。
MAY_1476.OGG,お帰りは途中で諦める人じゃないよ。
MAY_1477.OGG,マユシは知ってるもん。いつもね、絶対に最後まで諦めたりしない。
MAY_1478.OGG,覚えてるマユシーがおばあちゃんのお墓の前で毎日助けてって心の中でつぶやいていた時。
MAY_1479.OGG,ほかりんも毎日マユシーに会いに来てくれたよね。
MAY_1480.OGG,雨の日も雪の日も諦めずにマユシの横に来てマユシの名前ずっと呼び続けてくれたよね。
MAY_1481.OGG,マユシイはね、オカリが最後までそばにいてくれたから、おばあちゃんとはしっかりお別れすることができたんだよ。
MAY_1482.OGG,ねえ、だからオカリ、マユシはよくわからないけど、諦めちゃダメだよ。
MAY_1483.OGG,元気出してほしいよ。
MAY_1484.OGG,お帰り。
MAY_1485.OGG,オカリ、メールが。
MAY_1486.OGG,テレビってどういうことなのかな。
MAY_1487.OGG,オカリ一行こう。
MAY_1488.OGG,ああああああ。
MAY_1489.OGG,あの時なくしたメタルパラ。ほらほら見て、まゆしのサインが入ってる。
MAY_1490.OGG,あの発表会の会場でね、落としちゃったの。探したけど見つからなくて諦めてたんだけど、このおじさんが持ってたんだ。
MAY_1491.OGG,ロシアじゃ返してもらいにいけないよ。
MAY_1492.OGG,きっとそうだよ。あのね、なんとなくおかりんに似てる気がするもん。
MAY_1493.OGG,わはは十五年後のおかり声が渋くなってるよ。
MAY_1494.OGG,でもねでもね、マユシーはこっちのオカリナの方が好きだよ。
MAY_1495.OGG,ほういん京馬はね、昔マユシのことも助けてくれたんだよ。
MAY_1496.OGG,だから今度もね、きっとマキセクリスさんを助けられるよ。
MAY_1497.OGG,それはねえっとねえマユシもさっぱりなのです。
MAY_1498.OGG,おお。
MAY_1499.OGG,ええそうだったんだ。
MAY_1500.OGG,お帰りー、取ってきたよー。
MAY_1501.OGG,はい、これでよかったかな。
MAY_1502.OGG,へへへ、おかりんの役に立ててね、まゆしいも嬉しいよ。
MAY_1503.OGG,ああそれとねついでにこれも。
MAY_1504.OGG,バナナだよ。
MAY_1505.OGG,オカリナ。
MAY_1506.OGG,きっと帰ってきてね。
MAY_1507.OGG,わはあライネットだ。
MAY_1508.OGG,うわー ルーパだよ。
MAY_1509.OGG,レアじゃないけどねすごくかわいいでしょ。まゆしはウーパのことが大好きなのです。
MAY_1510.OGG,ああオカリ。
MAY_1511.OGG,トゥトゥルー おかえり。
MAY_1512.OGG,うん、前も言ったよ。
MAY_1512_2.OGG,おかりんも食べる 大喜利はに一個あげる。
MAY_1513.OGG,ちょっと古いけどね、まだ十分使えるよ。
MAY_1514.OGG,それよりオカリオカリひどいよ。
MAY_1515.OGG,今日どうしてマユシに一言も言わずに退院しちゃったの。
MAY_1516.OGG,マユシとダル君で病院に行ったらもう退院しましたって看護師さんに言われちゃったんだから。
MAY_1517.OGG,おしめのお世話もしてあげたのに。
MAY_1518.OGG,本当？ありがとうカイ。頑張ってお世話してあげた甲斐があったよ。えへへ。
MAY_1519.OGG,わーかわいいね。
MAY_1520.OGG,これから毎日つけておかなきゃ。そうしないとラボに入れてもらえないもんね。
MAY_1521.OGG,でもおカリ、あのねマヨシイはこのピンバッジのデザインを見せてもらった時から一つだけわからないことがあるのです。
MAY_1522.OGG,文字が書いてあるでしょう。O S H M K U F A二千十って。
MAY_1523.OGG,岡部椎名橋田それと漆原フェリスここまではわかるんだけどねその他の M と K と A って誰のことなの。
